image1,image2,label
Paul-Henri_Mathieu/Paul-Henri_Mathieu_0002.jpg,Pascal_Quignard/Pascal_Quignard_0001.jpg,0
Orlando_Bloom/Orlando_Bloom_0003.jpg,Mohammad_Khatami/Mohammad_Khatami_0004.jpg,0
Vladimir_Putin/Vladimir_Putin_0031.jpg,Kenneth_Bowersox/Kenneth_Bowersox_0002.jpg,0
Bulent_Ecevit/Bulent_Ecevit_0003.jpg,James_Gandolfini/James_Gandolfini_0003.jpg,0
Natalie_Coughlin/Natalie_Coughlin_0005.jpg,Costas_Simitis/Costas_Simitis_0005.jpg,0
Yoriko_Kawaguchi/Yoriko_Kawaguchi_0009.jpg,Chan_Gailey/Chan_Gailey_0003.jpg,0
David_Nalbandian/David_Nalbandian_0009.jpg,Dean_Barkley/Dean_Barkley_0001.jpg,0
Liam_Neeson/Liam_Neeson_0001.jpg,Eduardo_Duhalde/Eduardo_Duhalde_0010.jpg,0
Tony_Blair/Tony_Blair_0011.jpg,Tony_Blair/Tony_Blair_0137.jpg,1
George_W_Bush/George_W_Bush_0427.jpg,George_W_Bush/George_W_Bush_0163.jpg,1
Arianna_Huffington/Arianna_Huffington_0001.jpg,Yasar_Yakis/Yasar_Yakis_0003.jpg,0
Hugo_Chavez/Hugo_Chavez_0005.jpg,Hugo_Chavez/Hugo_Chavez_0067.jpg,1
Rick_Barnes/Rick_Barnes_0003.jpg,Mohammad_Khatami/Mohammad_Khatami_0003.jpg,0
Rick_Pitino/Rick_Pitino_0001.jpg,George_HW_Bush/George_HW_Bush_0009.jpg,0
George_W_Bush/George_W_Bush_0378.jpg,George_W_Bush/George_W_Bush_0035.jpg,1
Roberto_Carlos/Roberto_Carlos_0004.jpg,Steven_Spielberg/Steven_Spielberg_0004.jpg,0
Donald_Rumsfeld/Donald_Rumsfeld_0001.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0005.jpg,1
George_W_Bush/George_W_Bush_0390.jpg,George_W_Bush/George_W_Bush_0300.jpg,1
Paul_Tagliabue/Paul_Tagliabue_0001.jpg,Vladimir_Spidla/Vladimir_Spidla_0001.jpg,0
Rudolph_Giuliani/Rudolph_Giuliani_0024.jpg,Roy_Williams/Roy_Williams_0001.jpg,0
George_W_Bush/George_W_Bush_0019.jpg,George_W_Bush/George_W_Bush_0407.jpg,1
LK_Advani/LK_Advani_0003.jpg,David_Hyde_Pierce/David_Hyde_Pierce_0003.jpg,0
Theodore_Tweed_Roosevelt/Theodore_Tweed_Roosevelt_0003.jpg,Nelson_Mandela/Nelson_Mandela_0004.jpg,0
Monica_Bellucci/Monica_Bellucci_0003.jpg,Norm_Coleman/Norm_Coleman_0003.jpg,0
George_W_Bush/George_W_Bush_0391.jpg,George_W_Bush/George_W_Bush_0394.jpg,1
Heizo_Takenaka/Heizo_Takenaka_0002.jpg,Natasha_McElhone/Natasha_McElhone_0001.jpg,0
Mike_Krzyzewski/Mike_Krzyzewski_0005.jpg,Hilary_Duff/Hilary_Duff_0003.jpg,0
George_W_Bush/George_W_Bush_0286.jpg,George_W_Bush/George_W_Bush_0412.jpg,1
Ariel_Sharon/Ariel_Sharon_0028.jpg,Ariel_Sharon/Ariel_Sharon_0070.jpg,1
Tommy_Haas/Tommy_Haas_0003.jpg,Muhammad_Saeed_al-Sahhaf/Muhammad_Saeed_al-Sahhaf_0003.jpg,0
Franz_Muentefering/Franz_Muentefering_0004.jpg,Victoria_Beckham/Victoria_Beckham_0002.jpg,0
John_Manley/John_Manley_0005.jpg,Vitali_Klitschko/Vitali_Klitschko_0004.jpg,0
Samuel_Waksal/Samuel_Waksal_0002.jpg,Thomas_OBrien/Thomas_OBrien_0008.jpg,0
King_Abdullah_II/King_Abdullah_II_0001.jpg,Paul_Shanley/Paul_Shanley_0003.jpg,0
Howard_Dean/Howard_Dean_0011.jpg,Tony_Shalhoub/Tony_Shalhoub_0002.jpg,0
Ricardo_Lagos/Ricardo_Lagos_0024.jpg,Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0020.jpg,0
Heinz_Feldmann/Heinz_Feldmann_0001.jpg,Kwon_Yang-sook/Kwon_Yang-sook_0002.jpg,0
Mikhail_Youzhny/Mikhail_Youzhny_0002.jpg,Jason_Kidd/Jason_Kidd_0006.jpg,0
George_W_Bush/George_W_Bush_0064.jpg,George_W_Bush/George_W_Bush_0199.jpg,1
George_W_Bush/George_W_Bush_0457.jpg,George_W_Bush/George_W_Bush_0066.jpg,1
Colin_Powell/Colin_Powell_0141.jpg,Colin_Powell/Colin_Powell_0093.jpg,1
Colin_Powell/Colin_Powell_0100.jpg,Colin_Powell/Colin_Powell_0048.jpg,1
Tony_Blair/Tony_Blair_0016.jpg,Tony_Blair/Tony_Blair_0068.jpg,1
Tony_Blair/Tony_Blair_0135.jpg,Tony_Blair/Tony_Blair_0030.jpg,1
Petria_Thomas/Petria_Thomas_0001.jpg,Sylvester_Stallone/Sylvester_Stallone_0001.jpg,0
Ben_Howland/Ben_Howland_0002.jpg,Lisa_Marie_Presley/Lisa_Marie_Presley_0004.jpg,0
George_W_Bush/George_W_Bush_0421.jpg,George_W_Bush/George_W_Bush_0295.jpg,1
Colin_Farrell/Colin_Farrell_0003.jpg,Kelly_Clarkson/Kelly_Clarkson_0001.jpg,0
Donald_Rumsfeld/Donald_Rumsfeld_0114.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0008.jpg,1
George_W_Bush/George_W_Bush_0152.jpg,George_W_Bush/George_W_Bush_0068.jpg,1
Kelly_Clarkson/Kelly_Clarkson_0001.jpg,Gwendal_Peizerat/Gwendal_Peizerat_0003.jpg,0
Fabrice_Santoro/Fabrice_Santoro_0002.jpg,Rick_Carlisle/Rick_Carlisle_0004.jpg,0
Donald_Rumsfeld/Donald_Rumsfeld_0070.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0069.jpg,1
Gregg_Popovich/Gregg_Popovich_0005.jpg,Mark_Richt/Mark_Richt_0002.jpg,0
George_W_Bush/George_W_Bush_0397.jpg,George_W_Bush/George_W_Bush_0105.jpg,1
Chen_Shui-bian/Chen_Shui-bian_0003.jpg,Maria_Shriver/Maria_Shriver_0004.jpg,0
Sam_Torrance/Sam_Torrance_0002.jpg,Bud_Selig/Bud_Selig_0002.jpg,0
Colin_Powell/Colin_Powell_0015.jpg,Colin_Powell/Colin_Powell_0149.jpg,1
George_W_Bush/George_W_Bush_0069.jpg,George_W_Bush/George_W_Bush_0106.jpg,1
Natasha_McElhone/Natasha_McElhone_0002.jpg,Tariq_Aziz/Tariq_Aziz_0002.jpg,0
George_W_Bush/George_W_Bush_0201.jpg,George_W_Bush/George_W_Bush_0407.jpg,1
George_W_Bush/George_W_Bush_0250.jpg,George_W_Bush/George_W_Bush_0228.jpg,1
Paul_Sarbanes/Paul_Sarbanes_0002.jpg,George_Robertson/George_Robertson_0019.jpg,0
Ariel_Sharon/Ariel_Sharon_0035.jpg,Ariel_Sharon/Ariel_Sharon_0010.jpg,1
Erik_Morales/Erik_Morales_0001.jpg,Fred_Eckhard/Fred_Eckhard_0002.jpg,0
Sophia_Loren/Sophia_Loren_0004.jpg,Hamid_Karzai/Hamid_Karzai_0007.jpg,0
Junichiro_Koizumi/Junichiro_Koizumi_0053.jpg,Junichiro_Koizumi/Junichiro_Koizumi_0015.jpg,1
George_W_Bush/George_W_Bush_0094.jpg,George_W_Bush/George_W_Bush_0417.jpg,1
Noah_Wyle/Noah_Wyle_0003.jpg,Walter_Mondale/Walter_Mondale_0005.jpg,0
Ariel_Sharon/Ariel_Sharon_0047.jpg,Ariel_Sharon/Ariel_Sharon_0073.jpg,1
Laura_Bush/Laura_Bush_0004.jpg,Laura_Bush/Laura_Bush_0003.jpg,1
Tony_Blair/Tony_Blair_0015.jpg,Tony_Blair/Tony_Blair_0076.jpg,1
Colin_Powell/Colin_Powell_0094.jpg,Colin_Powell/Colin_Powell_0067.jpg,1
George_W_Bush/George_W_Bush_0508.jpg,George_W_Bush/George_W_Bush_0263.jpg,1
Farouk_al-Sharaa/Farouk_al-Sharaa_0003.jpg,Rick_Carlisle/Rick_Carlisle_0004.jpg,0
Gerhard_Schroeder/Gerhard_Schroeder_0032.jpg,Gerhard_Schroeder/Gerhard_Schroeder_0073.jpg,1
George_W_Bush/George_W_Bush_0345.jpg,George_W_Bush/George_W_Bush_0221.jpg,1
Keith_Bogans/Keith_Bogans_0003.jpg,James_Gandolfini/James_Gandolfini_0003.jpg,0
George_W_Bush/George_W_Bush_0274.jpg,George_W_Bush/George_W_Bush_0261.jpg,1
George_W_Bush/George_W_Bush_0355.jpg,George_W_Bush/George_W_Bush_0340.jpg,1
George_W_Bush/George_W_Bush_0423.jpg,George_W_Bush/George_W_Bush_0162.jpg,1
Colin_Powell/Colin_Powell_0027.jpg,Colin_Powell/Colin_Powell_0189.jpg,1
Halle_Berry/Halle_Berry_0015.jpg,Tony_Blair/Tony_Blair_0130.jpg,0
John_Rosa/John_Rosa_0001.jpg,Jennifer_Lopez/Jennifer_Lopez_0013.jpg,0
Boris_Becker/Boris_Becker_0004.jpg,Christine_Baumgartner/Christine_Baumgartner_0005.jpg,0
Angelina_Jolie/Angelina_Jolie_0019.jpg,Angelina_Jolie/Angelina_Jolie_0003.jpg,1
Colin_Powell/Colin_Powell_0221.jpg,Colin_Powell/Colin_Powell_0018.jpg,1
Muhammad_Saeed_al-Sahhaf/Muhammad_Saeed_al-Sahhaf_0003.jpg,Padraig_Harrington/Padraig_Harrington_0002.jpg,0
George_W_Bush/George_W_Bush_0143.jpg,George_W_Bush/George_W_Bush_0176.jpg,1
Joan_Laporta/Joan_Laporta_0009.jpg,Candie_Kung/Candie_Kung_0004.jpg,0
Colin_Powell/Colin_Powell_0193.jpg,Colin_Powell/Colin_Powell_0052.jpg,1
Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,Tariq_Aziz/Tariq_Aziz_0003.jpg,0
George_W_Bush/George_W_Bush_0383.jpg,George_W_Bush/George_W_Bush_0333.jpg,1
Maria_Shriver/Maria_Shriver_0006.jpg,Alec_Baldwin/Alec_Baldwin_0004.jpg,0
Steve_Nash/Steve_Nash_0001.jpg,Valery_Giscard_dEstaing/Valery_Giscard_dEstaing_0004.jpg,0
Kwon_Yang-sook/Kwon_Yang-sook_0002.jpg,Vaclav_Havel/Vaclav_Havel_0004.jpg,0
Elizabeth_Hurley/Elizabeth_Hurley_0005.jpg,Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0003.jpg,0
Ari_Fleischer/Ari_Fleischer_0006.jpg,Ari_Fleischer/Ari_Fleischer_0003.jpg,1
George_W_Bush/George_W_Bush_0352.jpg,George_W_Bush/George_W_Bush_0327.jpg,1
Colin_Powell/Colin_Powell_0092.jpg,Colin_Powell/Colin_Powell_0089.jpg,1
Colin_Powell/Colin_Powell_0106.jpg,Colin_Powell/Colin_Powell_0200.jpg,1
Alvaro_Uribe/Alvaro_Uribe_0032.jpg,Alvaro_Uribe/Alvaro_Uribe_0007.jpg,1
Marcelo_Rios/Marcelo_Rios_0002.jpg,Trent_Lott/Trent_Lott_0002.jpg,0
Hosni_Mubarak/Hosni_Mubarak_0004.jpg,Hosni_Mubarak/Hosni_Mubarak_0008.jpg,1
Bill_Clinton/Bill_Clinton_0018.jpg,Bill_Clinton/Bill_Clinton_0026.jpg,1
David_Heymann/David_Heymann_0002.jpg,Daniel_Day-Lewis/Daniel_Day-Lewis_0003.jpg,0
Larry_Thompson/Larry_Thompson_0001.jpg,Annette_Lu/Annette_Lu_0003.jpg,0
Donatella_Versace/Donatella_Versace_0002.jpg,Jon_Corzine/Jon_Corzine_0003.jpg,0
Michael_Chang/Michael_Chang_0007.jpg,Erika_Harold/Erika_Harold_0005.jpg,0
Colin_Powell/Colin_Powell_0066.jpg,Colin_Powell/Colin_Powell_0165.jpg,1
Tom_Hanks/Tom_Hanks_0006.jpg,Grant_Hackett/Grant_Hackett_0003.jpg,0
George_W_Bush/George_W_Bush_0083.jpg,George_W_Bush/George_W_Bush_0215.jpg,1
Jose_Canseco/Jose_Canseco_0001.jpg,Alvaro_Noboa/Alvaro_Noboa_0002.jpg,0
Vincent_Gallo/Vincent_Gallo_0003.jpg,Roberto_Marinho/Roberto_Marinho_0001.jpg,0
Tim_Conway/Tim_Conway_0003.jpg,Jim_OBrien/Jim_OBrien_0001.jpg,0
Ashanti/Ashanti_0002.jpg,Lee_Soo-hyuck/Lee_Soo-hyuck_0001.jpg,0
Prince_Claus/Prince_Claus_0003.jpg,James_Cunningham/James_Cunningham_0002.jpg,0
Bill_Gates/Bill_Gates_0006.jpg,Susan_Sarandon/Susan_Sarandon_0004.jpg,0
Jose_Manuel_Durao_Barroso/Jose_Manuel_Durao_Barroso_0003.jpg,James_Traficant/James_Traficant_0003.jpg,0
Leonid_Kuchma/Leonid_Kuchma_0004.jpg,Pierre_Pettigrew/Pierre_Pettigrew_0002.jpg,0
Michelle_Pfeiffer/Michelle_Pfeiffer_0001.jpg,Yao_Ming/Yao_Ming_0003.jpg,0
Nancy_Pelosi/Nancy_Pelosi_0001.jpg,Matthew_Broderick/Matthew_Broderick_0001.jpg,0
Luis_Gonzalez_Macchi/Luis_Gonzalez_Macchi_0005.jpg,Vanessa_Williams/Vanessa_Williams_0002.jpg,0
George_W_Bush/George_W_Bush_0319.jpg,George_W_Bush/George_W_Bush_0073.jpg,1
Carson_Palmer/Carson_Palmer_0001.jpg,Amer_al-Saadi/Amer_al-Saadi_0002.jpg,0
George_W_Bush/George_W_Bush_0264.jpg,George_W_Bush/George_W_Bush_0263.jpg,1
Ariel_Sharon/Ariel_Sharon_0025.jpg,Ariel_Sharon/Ariel_Sharon_0062.jpg,1
Colin_Powell/Colin_Powell_0143.jpg,Colin_Powell/Colin_Powell_0084.jpg,1
George_W_Bush/George_W_Bush_0144.jpg,George_W_Bush/George_W_Bush_0163.jpg,1
David_Beckham/David_Beckham_0014.jpg,Chanda_Rubin/Chanda_Rubin_0001.jpg,0
George_W_Bush/George_W_Bush_0085.jpg,George_W_Bush/George_W_Bush_0363.jpg,1
Gwendal_Peizerat/Gwendal_Peizerat_0002.jpg,Winona_Ryder/Winona_Ryder_0011.jpg,0
George_W_Bush/George_W_Bush_0286.jpg,George_W_Bush/George_W_Bush_0525.jpg,1
Colin_Powell/Colin_Powell_0220.jpg,Colin_Powell/Colin_Powell_0197.jpg,1
Donald_Rumsfeld/Donald_Rumsfeld_0002.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0113.jpg,1
George_W_Bush/George_W_Bush_0084.jpg,George_W_Bush/George_W_Bush_0372.jpg,1
Stanley_McChrystal/Stanley_McChrystal_0003.jpg,Mahathir_Mohamad/Mahathir_Mohamad_0001.jpg,0
Jim_Furyk/Jim_Furyk_0005.jpg,Paul_Wellstone/Paul_Wellstone_0001.jpg,0
Colin_Powell/Colin_Powell_0063.jpg,Colin_Powell/Colin_Powell_0206.jpg,1
George_W_Bush/George_W_Bush_0050.jpg,George_W_Bush/George_W_Bush_0501.jpg,1
Julianne_Moore/Julianne_Moore_0015.jpg,George_Voinovich/George_Voinovich_0001.jpg,0
Ricardo_Lagos/Ricardo_Lagos_0006.jpg,Ricardo_Lagos/Ricardo_Lagos_0022.jpg,1
Laura_Bush/Laura_Bush_0035.jpg,Laura_Bush/Laura_Bush_0015.jpg,1
George_W_Bush/George_W_Bush_0206.jpg,George_W_Bush/George_W_Bush_0360.jpg,1
George_W_Bush/George_W_Bush_0095.jpg,George_W_Bush/George_W_Bush_0512.jpg,1
Mohamed_ElBaradei/Mohamed_ElBaradei_0003.jpg,Hillary_Clinton/Hillary_Clinton_0005.jpg,0
Roh_Moo-hyun/Roh_Moo-hyun_0019.jpg,Robert_Kocharian/Robert_Kocharian_0001.jpg,0
George_W_Bush/George_W_Bush_0234.jpg,George_W_Bush/George_W_Bush_0290.jpg,1
George_W_Bush/George_W_Bush_0026.jpg,George_W_Bush/George_W_Bush_0078.jpg,1
George_W_Bush/George_W_Bush_0183.jpg,George_W_Bush/George_W_Bush_0438.jpg,1
George_W_Bush/George_W_Bush_0382.jpg,George_W_Bush/George_W_Bush_0254.jpg,1
Victoria_Clarke/Victoria_Clarke_0002.jpg,Robert_Duvall/Robert_Duvall_0002.jpg,0
George_W_Bush/George_W_Bush_0143.jpg,George_W_Bush/George_W_Bush_0173.jpg,1
Colin_Powell/Colin_Powell_0090.jpg,Colin_Powell/Colin_Powell_0112.jpg,1
Hugo_Chavez/Hugo_Chavez_0035.jpg,Hugo_Chavez/Hugo_Chavez_0009.jpg,1
Angela_Bassett/Angela_Bassett_0001.jpg,Robert_Torricelli/Robert_Torricelli_0003.jpg,0
Cruz_Bustamante/Cruz_Bustamante_0001.jpg,Marty_Mornhinweg/Marty_Mornhinweg_0002.jpg,0
George_W_Bush/George_W_Bush_0390.jpg,George_W_Bush/George_W_Bush_0100.jpg,1
George_W_Bush/George_W_Bush_0021.jpg,George_W_Bush/George_W_Bush_0180.jpg,1
Ashanti/Ashanti_0002.jpg,Hector_Babenco/Hector_Babenco_0001.jpg,0
George_W_Bush/George_W_Bush_0095.jpg,George_W_Bush/George_W_Bush_0476.jpg,1
Carlos_Moya/Carlos_Moya_0002.jpg,Carlos_Moya/Carlos_Moya_0014.jpg,1
Mary_Steenburgen/Mary_Steenburgen_0003.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0098.jpg,0
Salma_Hayek/Salma_Hayek_0006.jpg,Ralf_Schumacher/Ralf_Schumacher_0001.jpg,0
Donald_Rumsfeld/Donald_Rumsfeld_0103.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0108.jpg,1
George_W_Bush/George_W_Bush_0091.jpg,George_W_Bush/George_W_Bush_0297.jpg,1
Andre_Agassi/Andre_Agassi_0022.jpg,Andre_Agassi/Andre_Agassi_0024.jpg,1
Sylvester_Stallone/Sylvester_Stallone_0005.jpg,Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,0
Bud_Selig/Bud_Selig_0003.jpg,Ashton_Kutcher/Ashton_Kutcher_0003.jpg,0
Paul_Burrell/Paul_Burrell_0009.jpg,Paul_Burrell/Paul_Burrell_0007.jpg,1
Kenneth_Bowersox/Kenneth_Bowersox_0003.jpg,Kenneth_Bowersox/Kenneth_Bowersox_0002.jpg,1
Jonathan_Edwards/Jonathan_Edwards_0004.jpg,Jonathan_Edwards/Jonathan_Edwards_0007.jpg,1
John_Travolta/John_Travolta_0006.jpg,Faye_Dunaway/Faye_Dunaway_0001.jpg,0
George_W_Bush/George_W_Bush_0355.jpg,George_W_Bush/George_W_Bush_0363.jpg,1
George_W_Bush/George_W_Bush_0237.jpg,George_W_Bush/George_W_Bush_0221.jpg,1
George_W_Bush/George_W_Bush_0197.jpg,George_W_Bush/George_W_Bush_0335.jpg,1
Serena_Williams/Serena_Williams_0026.jpg,Serena_Williams/Serena_Williams_0034.jpg,1
Jayson_Williams/Jayson_Williams_0002.jpg,Vojislav_Kostunica/Vojislav_Kostunica_0004.jpg,0
Joe_Lieberman/Joe_Lieberman_0011.jpg,Elizabeth_Hurley/Elizabeth_Hurley_0001.jpg,0
George_W_Bush/George_W_Bush_0066.jpg,George_W_Bush/George_W_Bush_0163.jpg,1
George_W_Bush/George_W_Bush_0391.jpg,George_W_Bush/George_W_Bush_0064.jpg,1
George_W_Bush/George_W_Bush_0282.jpg,George_W_Bush/George_W_Bush_0103.jpg,1
Donald_Rumsfeld/Donald_Rumsfeld_0117.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0081.jpg,1
George_W_Bush/George_W_Bush_0482.jpg,George_W_Bush/George_W_Bush_0330.jpg,1
Spencer_Abraham/Spencer_Abraham_0016.jpg,Mark_Hurlbert/Mark_Hurlbert_0003.jpg,0
Carly_Fiorina/Carly_Fiorina_0002.jpg,Richard_Gephardt/Richard_Gephardt_0008.jpg,0
Abel_Pacheco/Abel_Pacheco_0003.jpg,Steve_Ballmer/Steve_Ballmer_0003.jpg,0
Renee_Zellweger/Renee_Zellweger_0001.jpg,Sean_Penn/Sean_Penn_0001.jpg,0
George_W_Bush/George_W_Bush_0278.jpg,George_W_Bush/George_W_Bush_0321.jpg,1
Jean_Chretien/Jean_Chretien_0054.jpg,Jeb_Bush/Jeb_Bush_0011.jpg,0
George_W_Bush/George_W_Bush_0055.jpg,George_W_Bush/George_W_Bush_0502.jpg,1
Todd_Haynes/Todd_Haynes_0004.jpg,Vanessa_Williams/Vanessa_Williams_0001.jpg,0
LK_Advani/LK_Advani_0003.jpg,Jerry_Springer/Jerry_Springer_0003.jpg,0
George_W_Bush/George_W_Bush_0180.jpg,George_W_Bush/George_W_Bush_0498.jpg,1
Jon_Corzine/Jon_Corzine_0003.jpg,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.jpg,0
Matthew_Broderick/Matthew_Broderick_0001.jpg,Elijah_Wood/Elijah_Wood_0002.jpg,0
David_Nalbandian/David_Nalbandian_0012.jpg,Xanana_Gusmao/Xanana_Gusmao_0001.jpg,0
Lance_Armstrong/Lance_Armstrong_0002.jpg,Lance_Armstrong/Lance_Armstrong_0012.jpg,1
Leonid_Kuchma/Leonid_Kuchma_0002.jpg,Gunter_Pleuger/Gunter_Pleuger_0007.jpg,0
Gordon_Brown/Gordon_Brown_0007.jpg,Noelle_Bush/Noelle_Bush_0004.jpg,0
King_Abdullah_II/King_Abdullah_II_0005.jpg,Yasar_Yakis/Yasar_Yakis_0002.jpg,0
Jason_Kidd/Jason_Kidd_0002.jpg,Calista_Flockhart/Calista_Flockhart_0005.jpg,0
George_W_Bush/George_W_Bush_0326.jpg,George_W_Bush/George_W_Bush_0166.jpg,1
Rick_Pitino/Rick_Pitino_0003.jpg,Edmund_Stoiber/Edmund_Stoiber_0010.jpg,0
Slobodan_Milosevic/Slobodan_Milosevic_0004.jpg,Costas_Simitis/Costas_Simitis_0002.jpg,0
Lance_Armstrong/Lance_Armstrong_0003.jpg,William_Bulger/William_Bulger_0003.jpg,0
Leszek_Miller/Leszek_Miller_0001.jpg,Robert_Blake/Robert_Blake_0006.jpg,0
Clara_Harris/Clara_Harris_0003.jpg,Mike_Myers/Mike_Myers_0006.jpg,0
Sheila_Copps/Sheila_Copps_0002.jpg,Jay_Leno/Jay_Leno_0001.jpg,0
John_Ashcroft/John_Ashcroft_0011.jpg,John_Ashcroft/John_Ashcroft_0013.jpg,1
Elizabeth_Hurley/Elizabeth_Hurley_0004.jpg,Wu_Yi/Wu_Yi_0003.jpg,0
Marc_Grossman/Marc_Grossman_0004.jpg,Rob_Marshall/Rob_Marshall_0006.jpg,0
Placido_Domingo/Placido_Domingo_0003.jpg,Antonio_Banderas/Antonio_Banderas_0002.jpg,0
Vicente_Fox/Vicente_Fox_0027.jpg,Vicente_Fox/Vicente_Fox_0008.jpg,1
George_W_Bush/George_W_Bush_0182.jpg,George_W_Bush/George_W_Bush_0094.jpg,1
Placido_Domingo/Placido_Domingo_0002.jpg,Derek_Jeter/Derek_Jeter_0001.jpg,0
Cecilia_Bolocco/Cecilia_Bolocco_0001.jpg,Mary_Carey/Mary_Carey_0002.jpg,0
Tony_Blair/Tony_Blair_0116.jpg,Tony_Blair/Tony_Blair_0132.jpg,1
George_W_Bush/George_W_Bush_0250.jpg,George_W_Bush/George_W_Bush_0211.jpg,1
Kemal_Dervis/Kemal_Dervis_0003.jpg,Diana_Munz/Diana_Munz_0001.jpg,0
George_W_Bush/George_W_Bush_0197.jpg,George_W_Bush/George_W_Bush_0072.jpg,1
Mary-Kate_Olsen/Mary-Kate_Olsen_0001.jpg,Mathias_Reichhold/Mathias_Reichhold_0002.jpg,0
George_W_Bush/George_W_Bush_0044.jpg,George_W_Bush/George_W_Bush_0210.jpg,1
George_W_Bush/George_W_Bush_0288.jpg,George_W_Bush/George_W_Bush_0166.jpg,1
Donald_Rumsfeld/Donald_Rumsfeld_0080.jpg,Donald_Rumsfeld/Donald_Rumsfeld_0090.jpg,1
George_W_Bush/George_W_Bush_0154.jpg,George_W_Bush/George_W_Bush_0237.jpg,1
